cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	smiles	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	MolecularWeight	HBondAcceptorCount	HBondDonorCount	RotatableBondCount	Complexity	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	TPSA	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount	VanDerWaalsVolume	Charge	SASA	AtomStereoCount	BondStereoCount	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
16219484	0.06668501823312965	1.8658801428875786	1.2085801423040614	-0.5509884261002543	1.03447838524665	1.3881592843612494	-0.17286663759192053	0.02364495469607057	0.19597490364238931	0.605469733172653	-0.4531989115496539	-0.47333756160981544	552.887	CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCC)O	166	4	-0.3941236385362633	0.21989190675904965	0.21989190675904965	0.3941236385362633	397.64399999999927	3	3	24	2126.280384456385	-0.8700000000000001	240.008179071191	0	1	0	0	4	3	0	69.56	0	0	0	0	0	0	0	0	0	0.875	0.9975195037830743	0.8055579042769057	0.0007966152011309868	0.0703906213381387	0.9895339488935132	0.10546220723960026	6.760784598428813	5.662000000000007	119.38330000000009	28	436.254	0	649.7161168627481	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	6	0	0	0	0	479.970	43.716	0.909
20083560	0.7503809224165376	-0.39474708095499306	-0.3924833764191173	-0.6112621625468587	-1.669437413522715	-0.8448165495371166	0.02192407903271013	-0.07145634981699257	-0.10723196130779396	-0.3396866017184988	-0.14223729820290587	-0.2065571545417789	246.243	C1C(=O)C2=CC=CC=C2OC1(C3=CC=CC=C3)F	90	3	-0.4523884796322705	0.2808031633224716	0.2808031633224716	0.4523884796322705	242.24900000000005	2	0	1	1071.8860691825657	-2.1599999999999993	119.47277074954438	3	0	0	1	2	0	0	26.3	1	0	1	2	2	0	0	0	0	0.13333333333333333	0.9787515668161081	0.5071588339979032	0.0018260492460184887	0.20504967801733653	0.8421675003014639	0.050777953834299325	3.0828288488989544	3.474300000000002	65.24550000000002	18	208.553	0	276.78074088199	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	3	0	0	0	0	217.387	8.834	0.959
20452412	0.9311340305048809	-0.45296291807774813	0.07876056596437535	-0.03880638856440164	-1.717663338485943	-1.1132648475150588	-0.48513078307159724	-0.27111399884671034	0.6073305168342169	-0.19069060814254787	0.20061626735996865	0.47602648280625176	257.868	C1CC2=CC=CC=C2OC1C3=CC(=CC=C3)Cl	86	2	-0.4854438625696441	0.12409778281565285	0.12409778281565285	0.4854438625696441	244.7210000000001	1	0	1	1070.159369661298	-1.4699999999999993	124.25892047379165	3	0	0	1	1	0	0	9.23	1	0	1	2	2	0	0	0	0	0.2	0.98556375403408	0.5761850003402321	0.001945123567860075	0.16930471562910357	0.894022068628748	0.1714257416173395	3.3829796484355614	4.4063000000000025	69.58400000000003	17	215.244	0	284.74410204529926	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	224.680	9.437	0.958
20596579	0.06826257251455285	9.239083885509882e-5	0.714948896941589	0.4253027138932852	-0.9291825400158914	0.0655110029949351	-0.2967031767249073	0.6547599349835914	-0.12307767667854687	0.0633692363035666	0.053028852888806176	0.3137002275258408	195.382	CC1=CC(=C(C=C1)C(C)C)F	60	1	-0.20668468583045632	0.1264194488760505	0.1264194488760505	0.20668468583045632	152.2120000000001	0	0	4	607.6723138440991	-0.8500000000000001	85.32132348219113	1	0	0	0	0	0	0	0.0	0	0	0	1	1	0	0	0	0	0.4	0.9502316328462899	0.3370824362840375	0.003136379898573854	0.3115442888872684	0.8093336739051926	0.26282765986679096	2.4021934192428214	3.257520000000002	45.22600000000003	11	154.616	0	227.44032111711866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.536	7.920	0.951
20976640	-0.3016098327656562	0.6724474871299718	0.42994578990224014	-0.6638936317048522	-0.5756773321186469	-1.229237893133732	0.6686255958956923	-0.19126647351351145	-0.3818086466186623	-0.3381300575244736	-0.3379428370382947	-0.501972534884321	254.002	C1C=CC=CC1C=CC(=O)C2=CC=CC=C2	80	1	-0.2893033410221737	0.18503301060264357	0.18503301060264357	0.2893033410221737	210.2760000000001	1	0	3	1036.582389867857	-1.8899999999999997	115.47235100137755	2	0	0	0	1	0	0	17.07	1	1	0	1	1	0	0	0	0	0.13333333333333333	0.994947403817477	0.7307557093700509	0.0035895292532051276	0.10039752804159165	0.9688802254113403	0.16764008856276152	3.637092368724207	3.557800000000002	66.29950000000002	16	206.794	0	286.69557352809403	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	215.113	8.318	0.961
21465661	-0.4988764659205985	1.0568870968206143	-1.3890454947502011	-0.9698954155517069	0.08170179632633805	0.7284757811752008	-0.06368903430789068	-0.4511978230045141	1.0663251238098537	0.0080198785714043	0.21259326496698913	0.31975121160008974	220.403	CCC1C(=O)C(=C(O1)C)OC(=O)C	72	4	-0.482751081479857	0.3077716869146679	0.3077716869146679	0.482751081479857	184.1910000000001	4	0	5	623.9677731974651	-1.32	93.37313441840391	1	0	0	1	4	0	0	52.6	1	0	1	0	0	0	0	0	0	0.5555555555555556	0.9575213477587065	0.3694378570405634	0.0025805006382837014	0.28836239107475525	0.8562641445581954	0.23023931682049992	2.588267873943161	1.1589	44.63700000000002	13	169.767	0	254.46017692491293	1	0	2	2	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	6	3	0	0	0	0	182.453	12.686	0.930
21611827	1.8352173262450304	-1.4674251283564408	-0.1933831883533055	-0.41018441558674007	-0.1839697395847271	-1.1223889802159617	0.9527170755221631	-0.05162781727339327	0.36598071529980897	-0.10269788699912707	0.05793087146809254	0.06797469021230078	267.723	C1C(=O)C2=C(C=C(C=C2OC1(C3=CC=CC=C3)O)O)O	102	5	-0.5076785492334618	0.2931358481880913	0.2931358481880913	0.5076785492334618	272.25599999999974	5	3	4	1123.8415183949344	-2.53	131.35491787775575	3	0	0	1	5	3	0	86.99000000000001	1	0	1	2	2	0	0	0	0	0.13333333333333333	0.9745407397416689	0.4734692234833859	0.0012330378178646811	0.2242104961498478	0.8196254732605879	0.060050360497171565	3.3358832819392705	1.908300000000001	69.6859	20	228.348	0	302.43698996874167	1	0	1	1	1	2	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	5	4	0	0	0	0	239.795	11.447	0.952
21722188	1.3501292449641402	-0.5827481383384936	0.7581234871331666	-1.3750402971590585	2.0282676535040776	0.03264795349322094	-0.148245946503736	-1.4235178862002147	0.08188011269509184	-0.2154643715820721	0.11017760650062419	-0.5662112346046378	435.289	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C(=C2O)C3C(C(C(C(O3)CO)O)O)O)O)O)O	168	10	-0.5079666452403732	0.293154131008567	0.293154131008567	0.5079666452403732	436.4129999999997	10	8	14	1819.2322461859105	-2.8900000000000006	210.80873661776533	3	0	0	1	10	8	0	188.14	1	0	1	2	2	0	0	1	1	0.38095238095238093	0.9936553169338997	0.7044166596535888	0.0008318585901468233	0.11246826720898219	0.9860308900636996	0.17342316510470207	5.0338012894136845	-0.1605999999999999	104.91490000000003	31	368.136	0	495.56720588324606	5	0	1	1	4	4	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	18	18	0	0	0	0	393.703	25.567	0.935
21928631	0.13170476081708105	-1.4613780854000737	-0.19650255195576696	-0.8396876088161837	-1.3001146149133755	0.4999128372371696	-0.14786513432410492	0.6359292503254842	-0.5529317622789666	-0.45616429084814325	-0.35174603073136956	-0.5528393185470989	202.495	C1=CC=C2C(=C1)C(=O)C3=C(O2)C=C(C=C3)F	78	3	-0.45570698008681937	0.20002581772771308	0.20002581772771308	0.45570698008681937	214.19500000000002	2	0	0	993.5054699828711	-2.1599999999999997	99.7614000111211	3	0	0	1	2	0	0	30.21	0	0	0	3	2	1	0	0	0	0.0	0.9812496450744622	0.53322408335095	0.0023265135656032844	0.19274110625718074	0.8072588937538884	3.2221190287109804e-11	2.8990905918752077	3.085300000000001	59.948000000000015	16	174.376	0	222.84581931045628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.252	4.875	0.973
21932272	2.0206114680865888	-1.4094861304496151	-0.1969639940293295	-0.2300041237595789	0.11869854959756358	-0.9351793056273289	1.0915493414274844	0.026324623892354865	0.5677874082830204	-0.11617314345909606	0.10003241090769982	0.1897650232417268	279.599	C1C(=O)C2=C(C=C(C=C2OC1(C3=CC=C(C=C3)O)O)O)O	108	6	-0.5079665768048799	0.2931358481880913	0.2931358481880913	0.5079665768048799	288.25499999999977	6	4	5	1142.2754712356318	-2.73	136.235821888079	3	0	0	1	6	4	0	107.22000000000001	1	0	1	2	2	0	0	0	0	0.13333333333333333	0.9833759302106824	0.5517631926461242	0.0012952457318209589	0.18158133131540588	0.8559628089744914	0.08899551475110384	3.586458874871106	1.613900000000001	71.3507	21	236.713	0	309.4437378896852	1	0	1	1	1	3	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	5	4	0	0	0	0	248.672	11.959	0.952
22096539	0.4843535654927193	-0.5358295952454163	0.4955847169788239	0.04948745515528579	-1.1403488478323587	-0.2720709122327317	-0.3139893609753437	0.20015856968901627	0.08871717657459684	-0.1915757228351197	-0.10136313027103122	0.06495185965854776	141.071	C1OC2=C(O1)C=C(C=C2)F	52	3	-0.45359205717826323	0.23080284981700308	0.23080284981700308	0.45359205717826323	140.11300000000003	2	0	0	408.7420642677965	-1.2500000000000002	64.20799244314341	2	0	0	1	2	0	0	18.46	1	0	1	1	1	0	0	0	0	0.14285714285714285	0.9773186348033188	0.4978633951087278	0.005728174629708661	0.2117741392762039	0.7992253424084815	0.06384034067890604	2.174411825606084	1.5543999999999998	32.523	10	112.563	0	154.46823278374097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	115.534	2.971	0.974
22716855	0.20211159134967185	-0.2916854290549758	-1.118129144683688	0.17300007744983822	-1.2731326900272364	-0.6892931774874436	-0.30336477540203405	-0.32910061224861703	-0.13069447333701736	-0.09009847797254866	-0.028225790611961853	-0.17653984683572277	269.105	COC1(CC(=O)C2=CC=CC=C2O1)C3=CC=CC=C3	96	3	-0.45675084039391567	0.24396562834019883	0.24396562834019883	0.45675084039391567	254.28500000000008	3	0	3	1175.6376822043708	-2.1299999999999994	131.00063419102506	3	0	0	1	3	0	0	35.53	1	0	1	2	2	0	0	0	0	0.1875	0.9621659158087077	0.3941664938630383	0.0014778169856473474	0.2724642186709862	0.8822849826832238	0.3137723184945627	3.046929274590178	3.151200000000002	71.14650000000005	19	228.958	0	308.8401330992189	1	0	1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	8	7	0	0	0	0	241.660	12.702	0.947
23581946	0.7337602837670012	2.0227389508396567	-1.0470668331101776	-0.10966631097211743	0.7317792388159462	0.20215356128453274	0.36042815376498094	-0.27207399196204324	-0.007803248989970839	-0.49006976931681945	-0.10974853748125146	-0.25135433368126187	466.092	CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C	170	6	-0.4512349876223054	0.333585193038726	0.333585193038726	0.4512349876223054	430.54099999999954	6	3	12	2159.813572745856	-1.76	231.25402652894817	4	0	2	0	6	3	1	104.06000000000002	4	4	0	0	0	0	2	0	2	0.68	0.9282434238292275	0.2646699200882489	0.0004604209808169844	0.37197331371725223	0.8994687401753277	0.3951978444499313	3.722101125641548	2.332300000000001	114.66540000000008	31	401.805	0	537.637821308889	8	1	2	2	3	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	13	12	27	0	0	0	439.433	37.628	0.914
25056407	0.4681870522226	-1.077477678130156	0.09919632361251078	-0.8085958825750762	1.0810253588777983	1.9555713022845505	0.613835246504919	0.8904289182225131	1.087351158112826	-0.20782497262266056	-0.8823662514516529	0.5392827549925812	435.981	CC(=CCCC(=CCC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)C)C	150	4	-0.507821985322328	0.2931080256937803	0.2931080256937803	0.507821985322328	390.47899999999964	4	2	11	2169.6471178257907	-3.2699999999999996	206.69775688595612	3	0	0	1	4	2	0	70.67	0	0	0	3	2	1	0	0	0	0.24	0.9706214706860697	0.44689418149159177	0.00035530682103472377	0.24061163862791654	0.7956729309812487	0.10770427069772234	4.926206353044173	6.106400000000006	117.37560000000005	29	367.906	0	506.75864958036937	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	391.687	23.781	0.939
42607887	1.8307870862599327	-1.4633381368708196	-0.1965448993349067	-0.4130682500755109	-0.19264297829821161	-1.1226715608517968	0.9503212269799054	-0.047444501363376246	0.3588463081353945	-0.10605114377287789	0.056747794861715946	0.06400704745216969	267.415	C1C(=O)C2=C(C=C(C=C2OC1(C3=CC=CC=C3)O)O)O	102	5	-0.5076785492334618	0.2931358481880913	0.2931358481880913	0.5076785492334618	272.25599999999974	5	3	4	1123.8415183949344	-2.53	131.35491787775575	3	0	0	1	5	3	0	86.99000000000001	1	0	1	2	2	0	0	0	0	0.13333333333333333	0.9753011739878805	0.47850167318962594	0.001381255229870451	0.22087919779341353	0.8814612466103227	0.21855657598513203	3.3399120510902502	1.908300000000001	69.6859	20	227.999	0	303.7624003935224	1	0	1	1	1	2	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	5	4	0	0	0	0	239.851	11.853	0.951
44587007	-1.1115934605288351	0.16767652522077972	0.8249301413878681	-1.1896310606710667	-0.3472456589731537	-0.5834565254002714	-0.2896736136377801	-0.6036850259181143	-0.8166491144184936	0.16635823908893682	0.5456224001860174	-0.5392636169647739	243.641	C1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2F	86	3	-0.4571104137851075	0.3379568731994751	0.3379568731994751	0.4571104137851075	230.23800000000006	2	0	3	947.7478821621005	-2.1599999999999993	114.11365978867698	2	0	0	0	2	0	0	26.3	0	0	0	2	2	0	0	0	0	0.07142857142857142	0.9934475432516613	0.6962319113519729	0.002920097998731284	0.11428901437687881	0.9307092378341838	0.08353797864450153	3.5192411406397626	3.1827000000000014	61.96150000000003	17	203.889	0	273.9392587180241	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	211.653	7.763	0.963
44587010	-1.1398378913045473	0.16074731931833933	0.8500529613953526	-1.1839031166215968	-0.28619037968079647	-0.6725978030768353	-0.3706429187205286	-0.43241995087166063	-0.715204689853621	0.2088209061863381	0.738212106316523	-0.24861355390410023	256.404	C1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2Cl	86	3	-0.45716610801558577	0.3379560327584557	0.3379560327584557	0.45716610801558577	246.69300000000007	2	0	3	947.7478821621005	-1.7999999999999994	120.25139061263242	2	0	0	0	2	0	0	26.3	0	0	0	2	2	0	0	0	0	0.07142857142857142	0.9867532907602133	0.5915843077286219	0.001957701400598014	0.1622280591448038	0.9198227317246095	0.16643668519746896	3.4959732905968512	3.697000000000002	67.01350000000004	17	212.850	0	281.20008596284583	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	221.868	9.019	0.959
45069335	-1.934115969123195	0.4416716745431411	-0.1790098805754964	-1.448537190991561	-0.0462219690835893	-0.1845365428642615	-0.13234841881926004	-0.43049656323372026	0.41676825551217833	0.26391550601262603	0.6274732485476533	0.29323741930770986	286.189	CC(=O)OC1=CC=C(C=C1)C(=O)CC2=CC=CC=C2	96	3	-0.426733152687009	0.30752394312947634	0.30752394312947634	0.426733152687009	254.28500000000008	3	0	5	1126.4239884009005	-2.4199999999999995	131.05444221509117	2	0	0	0	3	0	0	43.370000000000005	0	0	0	2	2	0	0	0	0	0.125	0.9973724033496387	0.8007865568798711	0.003309262955437269	0.07244507599944701	0.9945634584714973	0.13977236172382734	4.106217411112836	3.037300000000002	72.22750000000003	19	235.340	0	326.06437441365694	0	0	2	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	248.075	12.734	0.949
45117142	0.18038084464967577	-0.5324253150271726	-0.9711496702984359	1.1825488813100808	-1.2032096438266795	-0.8188300997343387	-0.95209889584632	-0.8501932384706438	0.5873600839234736	0.21709436236880583	0.08553046578340218	0.16077729462915966	269.265	COC1=CC2=C(CCC(O2)C3=CC=CC=C3)C=C1	92	2	-0.49662444213029955	0.12662696404443383	0.12662696404443383	0.49662444213029955	240.3020000000001	2	0	3	1174.2042692790233	-1.9599999999999995	129.64905309131692	3	0	0	1	2	0	0	18.46	1	0	1	2	2	0	0	0	0	0.25	0.972972870417907	0.46085697877125614	0.0013753845235455083	0.23091945225714303	0.8371242002643671	0.15498874813830543	3.3677417654917856	3.7615000000000025	71.12600000000003	18	226.902	0	307.9235027931798	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	236.753	9.850	0.958
45382232	0.5474539876357915	-1.1473853769463285	1.5714038238250894	0.5102087560788288	0.22838314744157326	-0.7044799903508635	0.6855830192186932	0.3315325969167729	0.3124657483961527	-0.6417923422505276	-0.6151960848923281	-0.020702082984952724	262.358	C1=CC(=C(C(=C1)O)C=CC2=CC(=CC(=C2)O)O)O	92	4	-0.5078005906151001	0.29312910737237935	0.29312910737237935	0.5078005906151001	244.24600000000007	4	4	6	976.5484079832054	-2.6199999999999997	120.91204056547667	2	0	0	0	4	4	0	80.92	0	0	0	2	2	0	0	0	0	0.0	0.9738102561870636	0.467189157355911	0.001533880764019227	0.2273622328903495	0.8810016647552888	0.16633932818064645	3.3020029639307005	2.6794000000000016	68.47120000000001	18	215.505	0	296.5330038513164	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227.807	12.302	0.946
53297394	1.567717901765614	-0.50811031485361	-0.5469477156797062	0.14771143550255353	-0.2070879545372907	-0.7502249513775988	0.7911137745255864	0.15411430163246687	-0.3121236874457039	0.09630752220904959	0.2527052557489837	0.08347687227175897	324.632	CC1(CC(=O)C2C3=C(C(=O)CC2(C1)O)C(=C4C(=C3)C=CC=C4O)O)O	130	6	-0.5071652307134403	0.2931667652870686	0.2931667652870686	0.5071652307134403	342.3469999999997	6	4	5	1605.5473310033194	-2.44	168.52201361814429	4	0	0	0	6	4	0	115.06000000000002	2	2	0	2	2	0	1	0	1	0.3684210526315789	0.9591356337249697	0.3773053969499066	0.0007496544764920372	0.28294670190514815	0.8321551056203484	0.2027591650732811	3.4812613687807175	1.7660000000000005	88.78070000000004	25	288.017	0	368.4321543434752	3	0	2	2	2	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	6	6	54	0	0	0	305.270	17.254	0.943
53377390	0.1582719312422135	1.7442078536809849	-1.9766562156310592	0.3760998359780365	0.3985276183476057	-0.30020847872661416	1.186833459826811	0.24380954963838122	-0.22391859930784888	0.015110472371027387	0.31423965842656526	-0.24258333162651272	440.957	CC(=CC=CC1(C2CCC3(C2(CCC(=CC3)C(=O)OC)OC(=O)C)C(=O)O1)C)C(=O)O	168	8	-0.47788160617872627	0.3328952794708314	0.3328952794708314	0.47788160617872627	432.46899999999965	8	1	9	1965.454595305251	-2.900000000000001	219.88847709113207	3	0	2	1	8	1	0	116.2	3	2	1	0	0	0	1	1	2	0.5652173913043478	0.8870955588893863	0.174537779225936	0.0002613004065860333	0.46158582018810673	0.7864643158204216	0.36970968413947275	4.1167429112281955	2.8706000000000005	108.63380000000006	31	382.547	0	500.43681088193694	4	2	4	3	0	0	1	0	3	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	13	9	36	0	0	0	414.185	31.638	0.924
