cid	smiles
3001686	CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1C)O)OC)OC)OC)OC)O
3019951	CC1=CC(=O)CC(C1C=CC(C)OC(=O)C)(C)C
3020659	CCC1C(=O)C(=C(O1)C)OC
3085295	COC1=CC=CC=C1COC(=O)C2=CC=CC=C2
3280140	CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C
3295299	C1=CC=C(C=C1)CC(=S)NO
4118131	C1=CC=C(C=C1)CCC(=O)NO
5150599	COC1=CC(=CC(=C1)C=CC(=O)OC)OC
5262584	COC1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)OC
5270543	C1C(OC2=C(C1=O)C=CC(=C2)F)C3=CC=CC=C3
5280335	CCCCCCCCCCCCCC=CC(C(CO)N)O
5280343	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
5280371	C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O
5280440	CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC
5280441	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O
5280442	COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
5280443	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
5280445	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
5280448	COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O
5280460	COC1=C(C=C2C(=C1)C=CC(=O)O2)O
5280535	C1=CC(=CC=C1C=CCO)O
5280567	CC1=CC(=O)OC2=C1C=CC(=C2)O
5280633	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
5280863	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
5280896	CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C
5280961	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
5281166	CCC=CCC1C(CCC1=O)CC(=O)O
5281222	C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O
5281343	C1=COC2=CC(=CC(=C2C1=O)O)O
5281416	C1=CC(=O)OC2=CC(=C(C=C21)O)O
5281426	C1=CC(=CC2=C1C=CC(=O)O2)O
5281605	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O
5281607	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
5281614	C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O
5281628	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O
5281647	C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=C(C(=C3)O)C4C(C(C(C(O4)CO)O)O)O)O
5281654	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
5281656	C1=C(C=C2C(=C1O)C(=O)C3=CC(=C(C=C3O2)O)O)O
5281672	C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
5281701	C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
5281703	COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O
5281708	C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
5281718	C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
5281787	C1=CC=C(C=C1)CCOC(=O)C=CC2=CC(=C(C=C2)O)O
5281811	COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O
5281855	C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
5284507	CC(=CCCC(=CCCC(C)(C=C)O)C)C
5284649	C1=CC(=CC=C1C2=COC3=CC(=C(C=C3C2=O)O)O)O
5315892	C1=CC=C(C=C1)C=CCO
5317284	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O
5317700	CC1=CC(=CC2=C1C(=O)C=C(O2)CC(=O)C)O
5318517	CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O
5318650	COC1=C(C=CC(=C1)C=CC2=CC(=CC(=C2)O)O)O
5319502	CC1=CC(=O)OC2=CC(=C(C=C12)O)O
5320053	CC(=CCC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)C
5320315	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O
5320954	COC1=C(C=C(C=C1)C=CC2=CC(=CC(=C2)O)O)O
5321775	CC(=CCC1=CC2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)C
5327038	CCCCCCCCCCCCCCCC(=O)OC(COC1C(C(C(C(O1)CO)O)O)O)COC(=O)CCCCCCCCCCCC
5328791	C1=CC(=CC=C1C=C(C#N)C(=O)O)O
5337757	C1=CC2=C(C=C1O)OC(=O)C(=C2)C(=O)O
5338490	C1=CC2=C(C=C1O)OC(=O)C=C2CC(=O)O
5354284	CC1=CC(=O)OC2=CC(=CC(=C12)O)O
5363817	CC1=CCCC(C1C=CC(C)O)(C)C
5366264	CC(=C)C=CCC(C)(C=C)O
5370052	CC1=CC(=O)CC(C1C=CC(C)O)(C)C
5373729	CC1=C(C(CCC1)(C)C)C=CC(C)O
5375199	CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C
5375469	CC1=C(C=C(C=C1[N+](=O)[O-])NO)[N+](=O)[O-]
5379033	CC=CC1=CC2=C(C(=C1)OC)OC(C2C)C3=CC(=C(C=C3)O)OC
5379096	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)O
5398649	C1=CC=C(C=C1)C2=CC(=O)OC3=CC(=CC(=C23)O)O
5413034	C1=CC=C(C=C1)C2=CC(=O)OC3=C2C=CC(=C3O)O
5464170	COC1=CC(=CC(=C1OC)O)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O
5484169	CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NO
5497136	CCCCCCCCCCCCCC=CC(C(CO)NC(=O)C)O
5912039	CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
6255462	COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)O)O
6293081	COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC=C(C=C2)O)O
7009598	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CO)N
7015695	CC(C)CC(C(=O)O)NC(=O)C(CO)N
9842892	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(C(O3)CO)O)O)O)CO
9883304	CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=CC(=C3)O)O
9898919	CCC1=CC=CC=C1OC(=O)C
9991610	CC(=O)OC1=C(C=C2C=CC(=O)OC2=C1)OC
10057850	C1=CC(=CC2=C1C=CC(=O)O2)F
10176665	CC1=C(C(CCC1O)(C)C)C=CC(=O)C
10225624	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)OC(=O)C)C
10441749	C1=CN2C(=C1)C(=NC=N2)N
10467474	CC(=O)OC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3O2
10681515	COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2
10796995	COC1=C(C(=CC=C1)OC)F
10922465	CC1CCC(C2C1CCC(=C2)C)C(=C)C(=O)O
10955174	CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O
10955672	CC(=O)OC1=CC=CC=C1C(=O)C2=CC=CC=C2
10988376	C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)F
11032058	C1C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)F
11085875	C1=CC=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)F
11105361	CCC1=CC=CC=C1F
11149475	COC1=CC=CC(=C1)C2CC(=O)C3=CC=CC=C3O2
11240776	COC1=CC2=C(C=C1)OC(=O)C=C2
11368162	C1=CC=C(C=C1)CCC(=O)C2=CC=C(C=C2)F
11446884	CC1=CC(=O)OC2=C1C=CC(=C2)Cl
11507421	CC(=O)OC1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2
11727234	CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=CC(=C3O)O)O
11876195	CC12CCCC(C1CC(CC2)C(=C)C(=O)O)(C)O
12209506	C1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)Cl
12240636	COC1=CC=C(C=C1)C2=[O+]C3=CC=CC=C3C=C2.[Cl-]
12304694	CCC=CCC1C(CCC1=O)CC(=O)O
12310492	CC(C)C1=C(C=C2C(=C1)CCC3C2(CCC(C3(C)C)O)C)O
12398446	COC1=CC(=CC(=C1F)OC)C(=O)OC
12398447	COC1=CC(=CC(=C1Cl)OC)C(=O)OC
12426239	CC(C)C1CCC(=CC1O)C=O
12514018	CC(=O)OC1=CC2=C(C=C1)C(=CC(=O)O2)CC(=O)OC
12553720	CC(=O)OC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3
12669351	CC(=O)OC1=CC=C(C=C1)C2CC(=O)C3=CC=CC=C3O2
12689827	C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2Cl
12693379	C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2F
12731045	C1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2O
12731046	C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2CO
12732963	C1=CC(=CC2=C1C=CC(=O)O2)Cl
13015717	COC1=C(C(=CC=C1)OC)Cl
13031970	CCC1C(=O)C=C(O1)C
13807896	CC(=O)OC1=CC=CC=C1C(=O)CCC2=CC=CC=C2
13846689	C1C2=CC(=C(C=C2C3=C(C=C(C=C3)O)OCC1(CO)O)O)O
14299523	CC(=O)OC1=C(C=C(C=C1OC)C(=O)OC)OC
14349486	COC1=C(C2=C(C=C1)OC(=CC2=O)C3=CC=CC=C3)OC
14382157	CC(=CCCC(C)(C=C)F)C
14427423	CC(C)(CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC=C(C=C3)O)O)O
14565843	CC1=C(C(CCC1O)(C)C)C=CC(C)O
14909454	C1=CC=C(C=C1)C2=[O+]C3=CC=CC=C3C=C2.[Cl-]
15262172	COC1=CC=CC2=C1C(=O)C(=CO2)C3=CC=CC=C3
15655238	COC(=O)CCF
15717462	CC1=CC(=O)OC2=C1C=CC(=C2)F
15725797	CC(=O)OC1=CC=C(C=C1)C2CCC3=CC=CC=C3O2
15731437	CC(=O)OC1=CC=CC2=C1C(=O)C=C(O2)C3=CC=CC=C3
16219484	CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCC)O
20083560	C1C(=O)C2=CC=CC=C2OC1(C3=CC=CC=C3)F
20452412	C1CC2=CC=CC=C2OC1C3=CC(=CC=C3)Cl
20596579	CC1=CC(=C(C=C1)C(C)C)F
20976640	C1C=CC=CC1C=CC(=O)C2=CC=CC=C2
21465661	CCC1C(=O)C(=C(O1)C)OC(=O)C
21611827	C1C(=O)C2=C(C=C(C=C2OC1(C3=CC=CC=C3)O)O)O
21722188	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C(=C2O)C3C(C(C(C(O3)CO)O)O)O)O)O)O
21928631	C1=CC=C2C(=C1)C(=O)C3=C(O2)C=C(C=C3)F
21932272	C1C(=O)C2=C(C=C(C=C2OC1(C3=CC=C(C=C3)O)O)O)O
22096539	C1OC2=C(O1)C=C(C=C2)F
22716855	COC1(CC(=O)C2=CC=CC=C2O1)C3=CC=CC=C3
23581946	CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C
25056407	CC(=CCCC(=CCC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)C)C
42607887	C1C(=O)C2=C(C=C(C=C2OC1(C3=CC=CC=C3)O)O)O
44587007	C1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2F
44587010	C1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2Cl
45069335	CC(=O)OC1=CC=C(C=C1)C(=O)CC2=CC=CC=C2
45117142	COC1=CC2=C(CCC(O2)C3=CC=CC=C3)C=C1
45382232	C1=CC(=C(C(=C1)O)C=CC2=CC(=CC(=C2)O)O)O
53297394	CC1(CC(=O)C2C3=C(C(=O)CC2(C1)O)C(=C4C(=C3)C=CC=C4O)O)O
53377390	CC(=CC=CC1(C2CCC3(C2(CCC(=CC3)C(=O)OC)OC(=O)C)C(=O)O1)C)C(=O)O
53395455	COC(=O)C=CC1=CC(=CC=C1)F
53441188	COC(=O)C=CC1=CC=CC=C1Cl
53694162	CCC=CC1C(=CCCC1(C)C)C
54005809	CCC=CC1=C(CCCC1(C)C)C
54056893	CC1=C(C(CCC1)(C)C)C=CC(C)OC
54105512	COC1=CC=CC(=C1)C=CC(=O)OC
54139758	CC1=CCCC(C1C=CC(C)OC)(C)C
54182336	COC1=CC=CC(=C1)C=CCCl
54413375	COC1=C(C=C(C=C1)C(F)(F)F)Cl
54484293	CC(=O)OC1(CC(=O)C2=CC=CC=C2O1)C3=CC=CC=C3
54675768	CC1=CC=C(N1)C(=O)OC2C(C(OC(C2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CNC(=C5C)C(=O)NC6=C(C7=C(C(=C(C=C7)OC8C(C(C(C(O8)(C)C)OC)OC(=O)C9=CC=C(N9)C)O)C)OC6=O)O)O)C)O
54675769	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O
54679630	C1=CC2=C(C=C1O)OC(=O)C=C2O
55273731	COC1=C(C=CC(=C1)CC=C)F
55275176	COC1=C(C=CC(=C1)CC=C)Cl
66777173	CC(=O)OC1=CC=CC(=C1)C=CC2=CC=CC=C2
66856475	CC1=C(C(CCC1OC(=O)C)(C)C)C=CC(=O)C
67042231	C1C(=O)C2=CC=CC=C2OC1(C3=CC=CC=C3)Cl
68146761	C1=CC=C(C=C1)C(=O)C=CC2C(C=C(C=C2O)O)O
69560032	CC(=O)OC1=C(C=C(C=C1)C(F)(F)F)Cl
70884183	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)OC)C
71339444	CC(=CCCC(=CCF)C)C
72648693	CC1(C2CCC3(C(C2(CCC1OC)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C
72738902	CC(=O)OC1=C(C=C(C=C1OC)C=CC(=O)OC)OC
76832036	CC=CC1=CC(=C(C=C1)F)OC
85447335	CC1(CCCC2(C1CCC3(C2C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C)C
85773370	CC(=O)OC1=CC=CC(=C1)C=CC(=O)OC
85777085	COC1=CC=CC(=C1)C2=[O+]C3=CC=CC=C3C=C2
90657995	C1C(=O)C2=C(C=C(C=C2OC1(C3=CC(=C(C=C3)O)O)O)O)O
91747288	CC1=CCC(C(C1C=CC(C)O)(C)C)O
91749226	CC=CC(=O)C1=CCC(CC1(C)C)O
101763507	C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)O)O)NC(=O)C4=C(C(=CC(=C4)C5C(C(C(C(O5)CO)O)O)O)O)O)NC(=O)C6=C(C(=CC=C6)O)O
102334912	C1=CC=C(C=C1)CCC(=S)NO
119087140	COC(=O)CC1=CC(=O)OC2=CC=CC=C21
123866419	COC1=C(C=CC(=C1)C=CC(=O)OC)Cl
129320322	C1C(=O)C2=C(C=C(C(=C2O)C3C(C(C(C(O3)CO)O)O)O)O)OC1(C4=CC=C(C=C4)O)O
129865704	C1=CC(=CC=C1C=CC2=CC(=CC(=O)N2)O)O
129883109	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC=C3Cl
135403798	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC4=C(C(=C(C=C4C5C(CC6=C(C=C(C=C6O5)O)O)O)O)O)C(=O)C(=C3)O)O
137530204	C1C=C(C=CC1C=CC(=O)C2=CC=CC=C2)F
141006514	CC(=O)OC1=CC=CC(=C1)C2CC(=O)C3=CC=CC=C3O2
148791698	CC(=O)OC1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)OC
154128759	CCC=CC1C(=CC(=O)CC1(C)C)C
162886613	CC1=CC(=O)CC(C1C=CC(=CC(=O)OC)C)(C)C
163085752	CC(C)C1=CC2=C(C=C1)C3(CCC4=C(C3CC2)COC4=O)C
166154999	COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC=C3F
