acceptor	enzyme	reaction
4-hydroxy 3-methoxy cinnamic acid	At_78D2	0
4-hydroxy 3-methoxy cinnamic acid	At_71B6	0
4-hydroxy 3-methoxy cinnamic acid	At_73B1	0
4-hydroxy 3-methoxy cinnamic acid	At_71B5	0
4-hydroxy 3-methoxy cinnamic acid	At_88A1	0
4-hydroxy 3-methoxy cinnamic acid	At_73C3	0
4-hydroxy 3-methoxy cinnamic acid	At_73B5	0.5
4-hydroxy 3-methoxy cinnamic acid	At_76E12	0
4-hydroxy 3-methoxy cinnamic acid	VVGT1	0
4-hydroxy 3-methoxy cinnamic acid	At_72D1	0
4-hydroxy 3-methoxy cinnamic acid	At_74B1	0
4-hydroxy 3-methoxy cinnamic acid	At_73C5	0
4-hydroxy 3-methoxy cinnamic acid	At_73C6	0
4-hydroxy 3-methoxy cinnamic acid	At_73C1	0
4-hydroxy 3-methoxy cinnamic acid	At_73B4	0
4-hydroxy 3-methoxy cinnamic acid	At_74F2	0
4-hydroxy 3-methoxy cinnamic acid	At_84A3	1
4-hydroxy 3-methoxy cinnamic acid	At_84A4	1
4-hydroxy 3-methoxy cinnamic acid	At_84B1	1
4-hydroxy 3-methoxy cinnamic acid	At_84A2	1
4-hydroxy 3-methoxy cinnamic acid	At_84A1	1
4-hydroxy 3-methoxy cinnamic acid	At_75B1	1
4-hydroxy cinnamic acid	At_73C4	0
4-hydroxy cinnamic acid	At_78D1	0
4-hydroxy cinnamic acid	At_76E5	0
4-hydroxy cinnamic acid	At_73C7	0
4-hydroxy cinnamic acid	At_73B2	0
4-hydroxy cinnamic acid	At_76C4	0
4-hydroxy cinnamic acid	At_72E1	0
4-hydroxy cinnamic acid	At_89C1	0
4-hydroxy cinnamic acid	At_85A5	0
4-hydroxy cinnamic acid	At_85A4	0
4-hydroxy cinnamic acid	At_71B8	0
4-hydroxy cinnamic acid	At_76E4	0.5
4-hydroxy cinnamic acid	At_76E2	0
4-hydroxy cinnamic acid	At_76E1	0.5
4-hydroxy cinnamic acid	At_71C5	0
4-hydroxy cinnamic acid	At_72B3	0
4-hydroxy cinnamic acid	At_76E11	0
4-hydroxy cinnamic acid	At_75D1	0.5
4-hydroxy cinnamic acid	At_72C1	0
4-hydroxy cinnamic acid	At_72B1	0
4-hydroxy cinnamic acid	At_84B2	0
4-hydroxy cinnamic acid	At_71C1	1
4-hydroxy cinnamic acid	At_71C2	1
4-hydroxy cinnamic acid	At_89B1	0.5
4-hydroxy cinnamic acid	At_74F1	0.5
4-hydroxy cinnamic acid	At_72E2	1
4-hydroxy cinnamic acid	At_72E3	0.5
4-hydroxy cinnamic acid	At_71C3	0
4-hydroxy cinnamic acid	At_71C4	0
4-hydroxy cinnamic acid	At_71B1	0
4-hydroxy cinnamic acid	At_73B3	1
4-hydroxy cinnamic acid	At_78D2	0
4-hydroxy cinnamic acid	At_71B6	0
4-hydroxy cinnamic acid	At_73B1	0
4-hydroxy cinnamic acid	At_71B5	0
4-hydroxy cinnamic acid	At_88A1	0
4-hydroxy cinnamic acid	At_73C3	0
4-hydroxy cinnamic acid	At_73B5	0
4-hydroxy cinnamic acid	At_76E12	0
4-hydroxy cinnamic acid	VVGT1	0
4-hydroxy cinnamic acid	At_72D1	0.5
4-hydroxy cinnamic acid	At_74B1	0.5
4-hydroxy cinnamic acid	At_73C5	0
4-hydroxy cinnamic acid	At_73C6	0
4-hydroxy cinnamic acid	At_73C1	0
4-hydroxy cinnamic acid	At_73B4	0
4-hydroxy cinnamic acid	At_74F2	0
4-hydroxy cinnamic acid	At_84A3	1
4-hydroxy cinnamic acid	At_84A4	1
4-hydroxy cinnamic acid	At_84B1	1
4-hydroxy cinnamic acid	At_84A2	1
4-hydroxy cinnamic acid	At_84A1	1
4-hydroxy cinnamic acid	At_75B1	1
4-hydroxyl-benzoic acid	At_73C4	0
4-hydroxyl-benzoic acid	At_78D1	0
4-hydroxyl-benzoic acid	At_76E5	0
4-hydroxyl-benzoic acid	At_73C7	0
4-hydroxyl-benzoic acid	At_73B2	0
4-hydroxyl-benzoic acid	At_76C4	0
4-hydroxyl-benzoic acid	At_72E1	0
4-hydroxyl-benzoic acid	At_89C1	0
4-hydroxyl-benzoic acid	At_85A5	0
4-hydroxyl-benzoic acid	At_85A4	0
4-hydroxyl-benzoic acid	At_71B8	0
4-hydroxyl-benzoic acid	At_76E4	0
4-hydroxyl-benzoic acid	At_76E2	0
4-hydroxyl-benzoic acid	At_76E1	0
4-hydroxyl-benzoic acid	At_71C5	0
4-hydroxyl-benzoic acid	At_72B3	0
4-hydroxyl-benzoic acid	At_76E11	0
4-hydroxyl-benzoic acid	At_75D1	0
4-hydroxyl-benzoic acid	At_72C1	0
4-hydroxyl-benzoic acid	At_72B1	0
4-hydroxyl-benzoic acid	At_84B2	0
4-hydroxyl-benzoic acid	At_71C1	0
4-hydroxyl-benzoic acid	At_71C2	0
4-hydroxyl-benzoic acid	At_89B1	1
4-hydroxyl-benzoic acid	At_74F1	0.5
4-hydroxyl-benzoic acid	At_72E2	0
4-hydroxyl-benzoic acid	At_72E3	0
4-hydroxyl-benzoic acid	At_71C3	1
4-hydroxyl-benzoic acid	At_71C4	1
4-hydroxyl-benzoic acid	At_71B1	1
4-hydroxyl-benzoic acid	At_73B3	1
4-hydroxyl-benzoic acid	At_78D2	1
4-hydroxyl-benzoic acid	At_71B6	0.5
4-hydroxyl-benzoic acid	At_73B1	0
4-hydroxyl-benzoic acid	At_71B5	0
4-hydroxyl-benzoic acid	At_88A1	0.5
4-hydroxyl-benzoic acid	At_73C3	0
4-hydroxyl-benzoic acid	At_73B5	0
4-hydroxyl-benzoic acid	At_76E12	0
4-hydroxyl-benzoic acid	VVGT1	0
4-hydroxyl-benzoic acid	At_72D1	0.5
4-hydroxyl-benzoic acid	At_74B1	0
4-hydroxyl-benzoic acid	At_73C5	0
4-hydroxyl-benzoic acid	At_73C6	0
4-hydroxyl-benzoic acid	At_73C1	0
4-hydroxyl-benzoic acid	At_73B4	1
4-hydroxyl-benzoic acid	At_74F2	1
4-hydroxyl-benzoic acid	At_84A3	0
4-hydroxyl-benzoic acid	At_84A4	1
4-hydroxyl-benzoic acid	At_84B1	0
4-hydroxyl-benzoic acid	At_84A2	1
4-hydroxyl-benzoic acid	At_84A1	1
4-hydroxyl-benzoic acid	At_75B1	1
6,7-dihydroxy coumarin (Esculetin)	At_73C4	0
6,7-dihydroxy coumarin (Esculetin)	At_78D1	0
6,7-dihydroxy coumarin (Esculetin)	At_76E5	0
6,7-dihydroxy coumarin (Esculetin)	At_73C7	1
6,7-dihydroxy coumarin (Esculetin)	At_73B2	0.5
6,7-dihydroxy coumarin (Esculetin)	At_76C4	1
6,7-dihydroxy coumarin (Esculetin)	At_72E1	0.5
6,7-dihydroxy coumarin (Esculetin)	At_89C1	0.5
6,7-dihydroxy coumarin (Esculetin)	At_85A5	0
6,7-dihydroxy coumarin (Esculetin)	At_85A4	0
6,7-dihydroxy coumarin (Esculetin)	At_71B8	1
6,7-dihydroxy coumarin (Esculetin)	At_76E4	0.5
6,7-dihydroxy coumarin (Esculetin)	At_76E2	0.5
6,7-dihydroxy coumarin (Esculetin)	At_76E1	1
6,7-dihydroxy coumarin (Esculetin)	At_71C5	1
6,7-dihydroxy coumarin (Esculetin)	At_72B3	1
6,7-dihydroxy coumarin (Esculetin)	At_76E11	1
6,7-dihydroxy coumarin (Esculetin)	At_75D1	0.5
6,7-dihydroxy coumarin (Esculetin)	At_72C1	1
6,7-dihydroxy coumarin (Esculetin)	At_72B1	1
6,7-dihydroxy coumarin (Esculetin)	At_84B2	0.5
6,7-dihydroxy coumarin (Esculetin)	At_71C1	0.5
6,7-dihydroxy coumarin (Esculetin)	At_71C2	1
6,7-dihydroxy coumarin (Esculetin)	At_89B1	1
6,7-dihydroxy coumarin (Esculetin)	At_74F1	1
6,7-dihydroxy coumarin (Esculetin)	At_72E2	1
6,7-dihydroxy coumarin (Esculetin)	At_72E3	1
6,7-dihydroxy coumarin (Esculetin)	At_71C3	1
6,7-dihydroxy coumarin (Esculetin)	At_71C4	1
6,7-dihydroxy coumarin (Esculetin)	At_71B1	1
6,7-dihydroxy coumarin (Esculetin)	At_73B3	1
6,7-dihydroxy coumarin (Esculetin)	At_78D2	1
6,7-dihydroxy coumarin (Esculetin)	At_71B6	0.5
6,7-dihydroxy coumarin (Esculetin)	At_73B1	1
6,7-dihydroxy coumarin (Esculetin)	At_71B5	0.5
6,7-dihydroxy coumarin (Esculetin)	At_88A1	1
6,7-dihydroxy coumarin (Esculetin)	At_73C3	1
6,7-dihydroxy coumarin (Esculetin)	At_73B5	1
6,7-dihydroxy coumarin (Esculetin)	At_76E12	1
6,7-dihydroxy coumarin (Esculetin)	VVGT1	1
6,7-dihydroxy coumarin (Esculetin)	At_72D1	1
6,7-dihydroxy coumarin (Esculetin)	At_74B1	1
6,7-dihydroxy coumarin (Esculetin)	At_73C5	1
6,7-dihydroxy coumarin (Esculetin)	At_73C6	1
6,7-dihydroxy coumarin (Esculetin)	At_73C1	1
6,7-dihydroxy coumarin (Esculetin)	At_73B4	1
6,7-dihydroxy coumarin (Esculetin)	At_74F2	1
6,7-dihydroxy coumarin (Esculetin)	At_84A3	0.5
6,7-dihydroxy coumarin (Esculetin)	At_84A4	0.5
6,7-dihydroxy coumarin (Esculetin)	At_84B1	0.5
6,7-dihydroxy coumarin (Esculetin)	At_84A2	1
6,7-dihydroxy coumarin (Esculetin)	At_84A1	1
6,7-dihydroxy coumarin (Esculetin)	At_75B1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_73C4	0
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_76E5	0
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_73C7	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_76C4	0
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_72E1	0.5
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_89C1	0
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_85A5	0
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_85A4	0
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_71B8	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_76E4	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_76E2	0.5
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_76E1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_71C5	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_72B3	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_76E11	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_75D1	0.5
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_72C1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_72B1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_84B2	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_71C1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_71C2	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_89B1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_74F1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_72E2	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_72E3	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_71C3	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_71C4	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_71B1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_73B3	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_78D2	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_71B6	0.5
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_73B1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_71B5	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_88A1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_73C3	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_73B5	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_76E12	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	VVGT1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_72D1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_74B1	0.5
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_73C5	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_73C6	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_73C1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_73B4	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_74F2	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_84A3	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_84A4	0.5
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_84B1	0
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_84A2	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_84A1	1
7-hydroxy 6-methoxy coumarin (Scopoletin)	At_75B1	0.5
7-hydroxycoumerin 3-carboxylic acid	At_73C4	0
7-hydroxycoumerin 3-carboxylic acid	At_78D1	0
7-hydroxycoumerin 3-carboxylic acid	At_76E5	0
7-hydroxycoumerin 3-carboxylic acid	At_73C7	0
7-hydroxycoumerin 3-carboxylic acid	At_73B2	0.5
7-hydroxycoumerin 3-carboxylic acid	At_76C4	0
7-hydroxycoumerin 3-carboxylic acid	At_72E1	0
7-hydroxycoumerin 3-carboxylic acid	At_89C1	0
7-hydroxycoumerin 3-carboxylic acid	At_85A5	0
7-hydroxycoumerin 3-carboxylic acid	At_85A4	0
7-hydroxycoumerin 3-carboxylic acid	At_71B8	0
7-hydroxycoumerin 3-carboxylic acid	At_76E4	0
7-hydroxycoumerin 3-carboxylic acid	At_76E2	0
7-hydroxycoumerin 3-carboxylic acid	At_76E1	0
7-hydroxycoumerin 3-carboxylic acid	At_71C5	0
7-hydroxycoumerin 3-carboxylic acid	At_72B3	0
7-hydroxycoumerin 3-carboxylic acid	At_76E11	0
7-hydroxycoumerin 3-carboxylic acid	At_75D1	0
7-hydroxycoumerin 3-carboxylic acid	At_72C1	0
7-hydroxycoumerin 3-carboxylic acid	At_84B2	0
7-hydroxycoumerin 3-carboxylic acid	At_71C1	0
7-hydroxycoumerin 3-carboxylic acid	At_71C2	0
7-hydroxycoumerin 3-carboxylic acid	At_89B1	0
7-hydroxycoumerin 3-carboxylic acid	At_74F1	0
7-hydroxycoumerin 3-carboxylic acid	At_72E2	0
7-hydroxycoumerin 3-carboxylic acid	At_72E3	0
7-hydroxycoumerin 3-carboxylic acid	At_71C3	0
7-hydroxycoumerin 3-carboxylic acid	At_71C4	0
7-hydroxycoumerin 3-carboxylic acid	At_71B1	0
7-hydroxycoumerin 3-carboxylic acid	At_73B3	0
7-hydroxycoumerin 3-carboxylic acid	At_78D2	0
7-hydroxycoumerin 3-carboxylic acid	At_71B6	0
7-hydroxycoumerin 3-carboxylic acid	At_73B1	0
7-hydroxycoumerin 3-carboxylic acid	At_71B5	0
7-hydroxycoumerin 3-carboxylic acid	At_88A1	0
7-hydroxycoumerin 3-carboxylic acid	At_73C3	0
7-hydroxycoumerin 3-carboxylic acid	At_73B5	0
7-hydroxycoumerin 3-carboxylic acid	At_76E12	0
7-hydroxycoumerin 3-carboxylic acid	VVGT1	0.5
7-hydroxycoumerin 3-carboxylic acid	At_72D1	0
7-hydroxycoumerin 3-carboxylic acid	At_74B1	0
7-hydroxycoumerin 3-carboxylic acid	At_73C5	0
7-hydroxycoumerin 3-carboxylic acid	At_73C6	0
7-hydroxycoumerin 3-carboxylic acid	At_73C1	0
7-hydroxycoumerin 3-carboxylic acid	At_73B4	1
7-hydroxycoumerin 3-carboxylic acid	At_74F2	1
7-hydroxycoumerin 3-carboxylic acid	At_84A3	0
7-hydroxycoumerin 3-carboxylic acid	At_84A4	1
7-hydroxycoumerin 3-carboxylic acid	At_84B1	0
7-hydroxycoumerin 3-carboxylic acid	At_84A2	1
7-hydroxycoumerin 3-carboxylic acid	At_84A1	1
7-hydroxycoumerin 3-carboxylic acid	At_75B1	1
7-hydroxycoumerin 4-acetic acid	At_73C4	0
7-hydroxycoumerin 4-acetic acid	At_78D1	0
7-hydroxycoumerin 4-acetic acid	At_76E5	0
7-hydroxycoumerin 4-acetic acid	At_73C7	0
7-hydroxycoumerin 4-acetic acid	At_73B2	0.5
7-hydroxycoumerin 4-acetic acid	At_76C4	0
7-hydroxycoumerin 4-acetic acid	At_72E1	0
7-hydroxycoumerin 4-acetic acid	At_89C1	0
7-hydroxycoumerin 4-acetic acid	At_85A5	0
7-hydroxycoumerin 4-acetic acid	At_85A4	0
7-hydroxycoumerin 4-acetic acid	At_71B8	0
7-hydroxycoumerin 4-acetic acid	At_76E4	0
7-hydroxycoumerin 4-acetic acid	At_76E2	0
7-hydroxycoumerin 4-acetic acid	At_76E1	0
7-hydroxycoumerin 4-acetic acid	At_71C5	0.5
7-hydroxycoumerin 4-acetic acid	At_72B3	1
7-hydroxycoumerin 4-acetic acid	At_76E11	0
7-hydroxycoumerin 4-acetic acid	At_75D1	0.5
7-hydroxycoumerin 4-acetic acid	At_72C1	0
7-hydroxycoumerin 4-acetic acid	At_84B2	0
7-hydroxycoumerin 4-acetic acid	At_71C1	0
7-hydroxycoumerin 4-acetic acid	At_71C2	0.5
7-hydroxycoumerin 4-acetic acid	At_89B1	0
7-hydroxycoumerin 4-acetic acid	At_74F1	0
7-hydroxycoumerin 4-acetic acid	At_72E2	0
7-hydroxycoumerin 4-acetic acid	At_72E3	0
7-hydroxycoumerin 4-acetic acid	At_71C3	0
7-hydroxycoumerin 4-acetic acid	At_71C4	0
7-hydroxycoumerin 4-acetic acid	At_71B1	1
7-hydroxycoumerin 4-acetic acid	At_73B3	0
7-hydroxycoumerin 4-acetic acid	At_78D2	0
7-hydroxycoumerin 4-acetic acid	At_71B6	0
7-hydroxycoumerin 4-acetic acid	At_73B1	0
7-hydroxycoumerin 4-acetic acid	At_71B5	0
7-hydroxycoumerin 4-acetic acid	At_88A1	0
7-hydroxycoumerin 4-acetic acid	At_73C3	0
7-hydroxycoumerin 4-acetic acid	At_73B5	1
7-hydroxycoumerin 4-acetic acid	At_76E12	1
7-hydroxycoumerin 4-acetic acid	VVGT1	0.5
7-hydroxycoumerin 4-acetic acid	At_72D1	0
7-hydroxycoumerin 4-acetic acid	At_74B1	0.5
7-hydroxycoumerin 4-acetic acid	At_73C5	0
7-hydroxycoumerin 4-acetic acid	At_73C6	0
7-hydroxycoumerin 4-acetic acid	At_73C1	1
7-hydroxycoumerin 4-acetic acid	At_73B4	0
7-hydroxycoumerin 4-acetic acid	At_74F2	0
7-hydroxycoumerin 4-acetic acid	At_84A3	0
7-hydroxycoumerin 4-acetic acid	At_84A4	0
7-hydroxycoumerin 4-acetic acid	At_84B1	0
7-hydroxycoumerin 4-acetic acid	At_84A2	0
7-hydroxycoumerin 4-acetic acid	At_84A1	0
7-hydroxycoumerin 4-acetic acid	At_75B1	0
?-GlcOBn	At_73C4	0
?-GlcOBn	At_78D1	0
?-GlcOBn	At_73B2	0
?-GlcOBn	At_72E1	0
?-GlcOBn	At_89C1	0
?-GlcOBn	At_85A5	0
?-GlcOBn	At_85A4	0
?-GlcOBn	At_71B8	0
?-GlcOBn	At_76E4	0
?-GlcOBn	At_76E2	0
?-GlcOBn	At_76E1	0
?-GlcOBn	At_71C5	0
?-GlcOBn	At_72B3	0
?-GlcOBn	At_76E11	0
?-GlcOBn	At_75D1	0
?-GlcOBn	At_72C1	0
?-GlcOBn	At_84B2	0
?-GlcOBn	At_71C1	0
?-GlcOBn	At_71C2	0
?-GlcOBn	At_89B1	0
?-GlcOBn	At_74F1	0
?-GlcOBn	At_72E2	0
?-GlcOBn	At_72E3	0
?-GlcOBn	At_71C3	0
?-GlcOBn	At_71C4	0
?-GlcOBn	At_71B1	0
?-GlcOBn	At_73B3	0
?-GlcOBn	At_78D2	0
?-GlcOBn	At_71B6	0
?-GlcOBn	At_73B1	0
?-GlcOBn	At_71B5	0
?-GlcOBn	At_88A1	0
?-GlcOBn	At_73C3	0
?-GlcOBn	At_73B5	0
?-GlcOBn	At_76E12	0
?-GlcOBn	VVGT1	0
?-GlcOBn	At_72D1	0
?-GlcOBn	At_74B1	0
?-GlcOBn	At_73C5	0
?-GlcOBn	At_73C6	0
?-GlcOBn	At_73C1	0
?-GlcOBn	At_73B4	0
?-GlcOBn	At_74F2	0
?-GlcOBn	At_84A3	0
?-GlcOBn	At_84A4	0
?-GlcOBn	At_84B1	0
?-GlcOBn	At_84A2	0
?-GlcOBn	At_84A1	0
?-GlcOBn	At_75B1	0
Baicalein	At_73C4	0
Baicalein	At_78D1	0
Baicalein	At_76E5	0
Baicalein	At_73C7	0
Baicalein	At_73B2	0.5
Baicalein	At_76C4	1
Baicalein	At_72E1	0
Baicalein	At_89C1	0
Baicalein	At_85A5	1
Baicalein	At_85A4	1
Baicalein	At_71B8	1
Baicalein	At_76E4	1
Baicalein	At_76E2	1
Baicalein	At_76E1	1
Baicalein	At_71C5	0.5
Baicalein	At_72B3	0
Baicalein	At_76E11	0
Baicalein	At_75D1	0
Baicalein	At_72C1	0
Baicalein	At_72B1	0
Baicalein	At_84B2	0
Baicalein	At_71C1	0
Baicalein	At_71C2	0
Baicalein	At_89B1	0
Baicalein	At_74F1	0
Baicalein	At_72E2	0
Baicalein	At_72E3	0
Baicalein	At_71C3	1
Baicalein	At_71C4	0.5
Baicalein	At_71B1	1
Baicalein	At_73B3	1
Baicalein	At_78D2	1
Baicalein	At_71B6	1
Baicalein	At_73B1	1
Baicalein	At_71B5	1
Baicalein	At_88A1	1
Baicalein	At_73C3	1
Baicalein	At_73B5	1
Baicalein	At_76E12	1
Baicalein	VVGT1	1
Baicalein	At_72D1	0
Baicalein	At_74B1	0
Baicalein	At_73C5	1
Baicalein	At_73C6	1
Baicalein	At_73C1	1
Baicalein	At_73B4	1
Baicalein	At_74F2	1
Baicalein	At_84A3	1
Baicalein	At_84A4	1
Baicalein	At_84B1	0
Baicalein	At_84A2	1
Baicalein	At_84A1	1
Baicalein	At_75B1	1
BocCysThrOMe	At_73C4	0
BocCysThrOMe	At_78D1	0
BocCysThrOMe	At_73B2	0
BocCysThrOMe	At_72E1	0
BocCysThrOMe	At_89C1	0
BocCysThrOMe	At_85A5	0
BocCysThrOMe	At_85A4	0
BocCysThrOMe	At_71B8	0
BocCysThrOMe	At_76E4	0
BocCysThrOMe	At_76E2	0
BocCysThrOMe	At_76E1	0
BocCysThrOMe	At_71C5	0
BocCysThrOMe	At_72B3	0
BocCysThrOMe	At_76E11	0
BocCysThrOMe	At_75D1	0
BocCysThrOMe	At_72C1	0
BocCysThrOMe	At_84B2	0
BocCysThrOMe	At_71C1	0
BocCysThrOMe	At_71C2	0
BocCysThrOMe	At_89B1	0
BocCysThrOMe	At_74F1	0
BocCysThrOMe	At_72E2	0
BocCysThrOMe	At_72E3	0
BocCysThrOMe	At_71C3	0
BocCysThrOMe	At_71C4	0
BocCysThrOMe	At_71B1	0
BocCysThrOMe	At_73B3	0
BocCysThrOMe	At_78D2	0
BocCysThrOMe	At_71B6	0
BocCysThrOMe	At_73B1	0
BocCysThrOMe	At_71B5	0
BocCysThrOMe	At_88A1	0
BocCysThrOMe	At_73C3	0
BocCysThrOMe	At_73B5	0
BocCysThrOMe	At_76E12	0
BocCysThrOMe	VVGT1	0
BocCysThrOMe	At_72D1	0
BocCysThrOMe	At_74B1	0
BocCysThrOMe	At_73C5	0
BocCysThrOMe	At_73C6	0
BocCysThrOMe	At_73C1	0
BocCysThrOMe	At_73B4	0
BocCysThrOMe	At_74F2	0
BocCysThrOMe	At_84A3	0
BocCysThrOMe	At_84A4	0
BocCysThrOMe	At_84B1	0
BocCysThrOMe	At_84A2	0
BocCysThrOMe	At_84A1	0
BocCysThrOMe	At_75B1	0
Catechin	At_73C4	0
Catechin	At_78D1	0
Catechin	At_76E5	0
Catechin	At_73C7	0
Catechin	At_73B2	0
Catechin	At_76C4	0
Catechin	At_72E1	0.5
Catechin	At_89C1	1
Catechin	At_85A5	0
Catechin	At_85A4	0
Catechin	At_71B8	0
Catechin	At_76E4	0
Catechin	At_76E2	0
Catechin	At_76E1	0
Catechin	At_71C5	0.5
Catechin	At_72B3	0
Catechin	At_76E11	0
Catechin	At_75D1	0
Catechin	At_72C1	0
Catechin	At_84B2	0.5
Catechin	At_71C1	0.5
Catechin	At_71C2	0
Catechin	At_89B1	0
Catechin	At_74F1	0.5
Catechin	At_72E2	0
Catechin	At_72E3	0.5
Catechin	At_71C3	0
Catechin	At_71C4	0
Catechin	At_71B1	0.5
Catechin	At_73B3	1
Catechin	At_78D2	1
Catechin	At_71B6	0
Catechin	At_73B1	0.5
Catechin	At_71B5	0.5
Catechin	At_88A1	1
Catechin	At_73C3	1
Catechin	At_73B5	1
Catechin	At_76E12	0
Catechin	VVGT1	1
Catechin	At_72D1	1
Catechin	At_74B1	1
Catechin	At_73C5	1
Catechin	At_73C6	1
Catechin	At_73C1	0
Catechin	At_73B4	0
Catechin	At_74F2	1
Catechin	At_84A3	0
Catechin	At_84A4	0
Catechin	At_84B1	1
Catechin	At_84A2	1
Catechin	At_84A1	1
Catechin	At_75B1	0
Chloramphenicol	At_73C4	0
Chloramphenicol	At_78D1	0
Chloramphenicol	At_73B2	0
Chloramphenicol	At_72E1	0
Chloramphenicol	At_89C1	0
Chloramphenicol	At_85A5	0
Chloramphenicol	At_85A4	0
Chloramphenicol	At_71B8	0
Chloramphenicol	At_76E4	0
Chloramphenicol	At_76E2	0
Chloramphenicol	At_76E1	0
Chloramphenicol	At_71C5	0
Chloramphenicol	At_72B3	0
Chloramphenicol	At_76E11	0
Chloramphenicol	At_75D1	0
Chloramphenicol	At_72C1	0
Chloramphenicol	At_84B2	0
Chloramphenicol	At_71C1	0
Chloramphenicol	At_71C2	0
Chloramphenicol	At_89B1	0
Chloramphenicol	At_74F1	0
Chloramphenicol	At_72E2	0
Chloramphenicol	At_72E3	0
Chloramphenicol	At_71C3	0
Chloramphenicol	At_71C4	0
Chloramphenicol	At_71B1	0
Chloramphenicol	At_73B3	0
Chloramphenicol	At_78D2	0
Chloramphenicol	At_71B6	0
Chloramphenicol	At_73B1	0
Chloramphenicol	At_71B5	0
Chloramphenicol	At_88A1	0
Chloramphenicol	At_73C3	0
Chloramphenicol	At_73B5	0
Chloramphenicol	At_76E12	0
Chloramphenicol	VVGT1	0
Chloramphenicol	At_72D1	0
Chloramphenicol	At_74B1	0
Chloramphenicol	At_73C5	0.5
Chloramphenicol	At_73C6	0.5
Chloramphenicol	At_73C1	0
Chloramphenicol	At_73B4	0
Chloramphenicol	At_74F2	0
Chloramphenicol	At_84A3	0
Chloramphenicol	At_84A4	0
Chloramphenicol	At_84B1	0
Chloramphenicol	At_84A2	0
Chloramphenicol	At_84A1	0
Chloramphenicol	At_75B1	0
Cinnamic acid	At_73C4	0
Cinnamic acid	At_78D1	0
Cinnamic acid	At_76E5	0
Cinnamic acid	At_73C7	0
Cinnamic acid	At_73B2	0
Cinnamic acid	At_76C4	0
Cinnamic acid	At_72E1	0
Cinnamic acid	At_89C1	0.5
Cinnamic acid	At_85A5	0
Cinnamic acid	At_85A4	0
Cinnamic acid	At_71B8	0
Cinnamic acid	At_76E4	0
Cinnamic acid	At_76E2	0
Cinnamic acid	At_76E1	0
Cinnamic acid	At_71C5	0
Cinnamic acid	At_72B3	0
Cinnamic acid	At_76E11	0
Cinnamic acid	At_75D1	0
Cinnamic acid	At_72C1	0
Cinnamic acid	At_72B1	0
Cinnamic acid	At_84B2	0
